KxIndex	class	rr_class
163	0	0.04549551522942534
164	0	-0.16422951937441049
165	1	0.39213843586635017
166	0	-0.26409202534323079
167	0	-0.062308409092563778
168	0	-0.036430289911930244
169	0	-0.29320169156637038
170	0	-0.21616586770384766
171	0	-0.069584994870876826
172	0	0.15174540668917125
173	1	0.48201584803498043
174	0	-0.025021723099606472
175	1	0.43702076727987238
176	0	-0.22409196425655353
177	0	-0.19942743862723286
178	0	-0.23756109877380749
179	0	-0.28359197128607477
180	0	0.46404004720627723
181	1	0.25706762007094175
182	0	-0.18551728488800517
183	0	-0.12617012534370928
184	1	-0.21261343024283397
185	1	0.11741276827958418
186	0	0.053286772981540317
187	0	-0.026093939063294075
188	0	-0.056338546784741761
189	0	0.66506059372746285
190	1	0.42175433507693216
191	0	-0.21235221453130887
192	0	0.088788630253702247
193	0	0.33392252529793326
194	0	0.26919982195339204
195	0	0.21196878336089359
196	0	-0.23007279438473566
197	0	-0.14167227432727147
198	1	0.54751026954919346
199	1	0.55443893612172401
200	0	-0.16522488487543793
201	0	0.013527913463847116
202	0	-0.19696929698379392
203	1	0.55084413910654229
204	0	-0.15557260565318867
205	0	-0.20577981670644674
206	0	-0.26516105023182857
207	1	0.66755775970717213
208	0	-0.13891597666973238
209	1	0.77878194311350113
210	0	-0.32049014573295004
211	0	0.10855112783982872
212	1	0.096175031819318205
213	0	-0.18326931592920737
214	0	0.068716327442592998
215	1	-0.052586064339361818
216	1	0.058708360769545317
217	0	-0.11542929706621512
218	0	0.4007782907183155
219	0	0.57322869529687537
220	0	-0.23150921027670318
221	0	0.047270529403649716
222	0	-0.17448430838396706
223	0	0.004319009824507461
224	0	-0.039314030546030748
225	0	-0.22098188551461351
226	0	-0.23486023704072057
227	0	-0.26698937883427543
228	0	0.087732469358373602
229	0	-0.2268602396250558
230	0	-0.18522067761566174
231	0	-0.26417580118491524
232	0	-0.17783829525308406
233	0	-0.18068222017513833
234	0	-0.18777586803601704
235	1	0.13602550876617181
236	0	0.0075110018000341533
237	0	-0.21789948672129772
238	1	0.51737137655315057
239	1	0.59055686702419563
240	0	-0.20397575283248859
241	1	0.43533841453211464
242	0	0.047742621629642226
243	0	0.36875966565931345
244	0	-0.24135418858293034
245	0	0.02931712413080638
246	0	0.0029025377016331649
247	1	0.11590481629067799
248	0	-0.25435089984189557
249	1	0.62816160656095343
250	0	0.049395044951716302
251	1	0.62866941566421508
252	0	0.32259211396776405
253	0	-0.26909022627588552
254	0	-0.21342848497878686
255	0	-0.25590584691251411
256	1	0.024794438153388762
257	0	-0.28182009788331486
258	0	-0.25482700499911248
259	0	-0.07683253721018149
260	0	-0.20089617702136076
261	0	-0.067466470457359567
262	0	0.22535246121924291
263	0	-0.30146265253144677
264	0	0.13032501718451051
265	0	0.022321582783146984
266	1	0.39524064527044028
267	0	-0.25021287801186237
268	1	0.18526553487331238
269	0	-0.019702698620830558
270	1	0.16437927924774243
271	1	0.18975589027874662
272	0	-0.37861545184107059
273	0	0.19772086283771584
274	0	-0.077288849983893529
275	0	-0.19826031297497551
276	0	0.041297031480562671
277	1	0.69443674633327113
278	0	-0.17231196542317423
279	0	-0.22503041261787113
280	1	0.66554924412989547
281	0	-0.20875963129809388
282	1	0.65721710489453677
283	0	-0.095445807532618304
284	0	0.0086235372916766417
285	0	-0.23038095658326047
286	1	0.72371161243048909
287	1	0.69972132401415899
288	0	-0.16661760109145429
289	0	-0.092987508903653454
290	0	-0.11121873661168839
291	0	0.52838182864804972
292	0	-0.13436580767563797
293	0	-0.0088673343599129095
294	0	-0.1398376591970463
295	0	-0.13423150385990609
296	0	-0.011562297719325057
297	0	0.025621314678485899
298	0	0.31024725198331649
299	0	-0.19858190267553572
300	0	-0.074116861175233237
301	1	0.71537042334515444
302	0	-0.26519445971006372
303	1	0.17221425967330717
304	1	0.12542909990564272
305	0	0.11878609261955424
306	0	-0.18567182835043128
307	0	-0.085229966706364735
308	0	-0.20062944608526823
309	1	0.14770367887154651
310	1	0.22293530226995362
311	0	-0.08500627128521257
312	1	0.8078796980198627
313	0	-0.34861130318027694
314	1	-0.034754016639471697
315	0	-0.26228605323111437
316	0	-0.19652734005908107
317	0	0.1837363864378953
318	0	-0.1958573096546552
319	0	-0.20132485337001901
320	0	-0.25292313145789258
321	0	0.23604197771706814
322	0	0.4876584617800559
323	0	-0.10871573578546447
324	0	-0.24839272179491728
325	0	0.24329504646000294
326	0	0.077823730406516564
327	0	-0.25710976933320667
328	1	0.71009637222974631
329	0	0.043872570976853695
330	0	-0.17084203759560077
331	0	-0.13770712580787245
332	0	-0.12553079047786267
333	0	-0.20619349644325141
334	0	-0.081002321532908872
335	0	0.10013549651540744
336	0	-0.24850933909516948
337	0	-0.20245248621043738
338	0	0.097775114759418594
339	0	-0.24833026799258878
340	0	-0.011209787748464525
341	0	-0.12999483514610272
342	1	0.69657396243744318
343	1	0.66024564125888741
344	0	-0.26730900754111581
345	0	-0.21576045027638385
346	0	-0.052026417528353748
347	0	-0.18101193560018841
348	0	-0.15502551795168767
349	0	-0.25655850233835453
350	0	-0.16723164194597284
351	1	0.44227195144213483
352	0	-0.020715921571922327
353	1	0.44174853241648193
354	0	-0.067487960055669316
355	1	0.20069311717022703
356	1	0.040966346905394593
357	0	-0.26230572997120338
358	1	0.22291314762758085
359	0	0.086363046288550974
360	0	-0.079743094534967446
361	0	-0.066858950929863756
362	1	0.49433876633757823
363	0	0.39519780955322692
364	1	0.16135459442386596
365	0	-0.080142811775971087
366	0	0.092745757012117444
367	0	0.27531323635231408
368	0	-0.23937224776380345
369	1	0.014952661960848462
370	0	-0.17464578351401649
371	0	-0.22617396545328161
372	0	-0.3245500054414357
373	1	0.12177210336849874
374	0	0.047840774086160651
375	0	-0.18003104359948041
376	0	-0.24732828091272074
377	0	0.17072076279212905
378	0	-0.15741640822557648
379	0	-0.059345067281741659
380	0	0.23959334661337356
381	0	-0.14365783633936979
382	0	0.02354625524741244
383	0	0.15119877362925105
384	0	-0.14732757863561308
385	0	0.20703373469482184
386	0	-0.28231299197966425
387	0	-0.19511502816415388
388	1	0.4302733391289838
389	0	-0.27985270255900258
390	0	-0.26462706232551275
391	1	0.067654738501531572
392	0	-0.032618862074648189
393	0	-0.12424444162485623
394	1	0.82177518349206169
395	0	-0.25543376263329803
396	0	0.18226787111374348
397	0	-0.21671266438740183
398	0	-0.23556707807411298
399	1	0.53987506853288647
400	1	0.57294152252622754
401	0	-0.22264784784384836
402	0	-0.25418888022619662
403	1	0.34427671991027864
404	0	-0.112243335239084
405	0	0.086242258437850924
406	1	0.76177704431417204
407	0	0.036495549423602294
408	0	0.014111282580448622
409	1	0.46470062931234835
410	0	0.39275838991811246
411	0	-0.21004604814940769
412	0	-0.25026909780011769
413	0	-0.13485198729404912
414	1	0.91139493757053958
415	0	0.15035857150357801
416	1	-0.17390562105464646
417	0	-0.21866156169761608
418	0	-0.29598734759007583
419	0	-0.2255506122744087
420	0	-0.17622333739911147
421	0	0.043369728723298459
422	0	-0.37175937448192947
423	1	0.47174917541716543
424	0	-0.17206149566266876
425	0	-0.27024289604720109
426	0	0.17999886122727338
427	0	0.050212669485184533
428	0	-0.23410325185815201
429	1	0.32485115976612472
430	0	0.50193163262770135
431	0	-0.23544504017149387
432	0	-0.24420444046158152
433	0	-0.032443900316478647
434	1	0.068796338736457532
435	0	-0.0052056125842996764
436	1	0.61591485297371584
437	0	-0.24497248136204969
438	0	-0.19926874484779239
439	0	0.04876196418188368
440	0	0.19616942628237
441	0	-0.040911730673080307
442	0	-0.22090742968294158
443	0	-0.17558492734270109
444	1	0.27755995339808059
445	0	-0.25599205060729108
446	0	-0.19297415973952697
447	0	-0.1910611278195285
448	0	0.065380731303500819
449	0	0.047928249727873198
450	0	-0.28753684567425103
451	0	-0.25332571535199677
452	1	0.3212343874191681
453	1	0.1004098064769587
454	1	0.34279825186303997
455	1	0.21534693808603972
456	1	0.086430417759481057
457	0	0.28335674386815263
458	0	0.24412816606076343
459	0	0.12454911522785779
460	0	0.075128517025307998
461	0	-0.20777416188058306
462	0	0.1189637574022528
463	0	0.56663351000294337
464	0	-0.1720145137848591
465	0	-0.17253641939559539
466	0	0.14662404356374359
467	0	-0.16896787178462985
468	0	0.098977347919696382
469	1	0.77894358430933475
470	1	0.29851023316547964
471	1	-0.13682569687959253
472	0	-0.18269484441076778
473	0	-0.18975666336413649
474	0	-0.14892731728879344
475	0	-0.21867063615598969
476	0	-0.12668835320938845
477	0	-0.31036429742634175
478	0	-0.27136520235440237
479	0	-0.2717574333728543
480	0	-0.26270518961565742
481	0	0.25181994020929038
482	0	0.04186123243043359
483	0	-0.16624117221835982
484	0	-0.1879572596080914
485	0	-0.42780452982999306
486	0	-0.22266068475730544
487	0	-0.23321262747404303
488	0	0.19665360924240921
489	0	-0.048654824767944624
490	1	0.78979622282218642
491	0	-0.26166055482714567
492	0	-0.13804447950337118
493	0	-0.1268413925950817
494	0	-0.22049874812972775
495	0	-0.20085623427630733
496	0	-0.20638202754404672
497	0	-0.20926778210156885
498	0	-0.23790945768668165
499	0	-0.20933171546425114
500	0	-0.076011744079923657
501	0	-0.21493484791405765
502	0	0.091741841494314205
503	0	0.044225055866525489
504	0	-0.22074006387755907
505	0	-0.097598103548382081
506	0	-0.042418437654726492
507	0	-0.27252673249267323
508	0	0.27666986313869729
509	0	-0.20770257767351935
510	0	-0.24127835549759868
511	0	-0.090853473050126504
512	0	-0.26271699779749758
513	0	-0.14001978003191634
514	1	0.38837189471612488
515	0	-0.10971658852553666
516	0	-0.21052096855064295
517	0	-0.2557073411668711
518	0	-0.26124936493252943
519	0	-0.2513643499877663
520	1	0.56602888542124896
521	1	0.81058575511736275
522	1	0.70835797639488896
523	0	-0.14702386066577539
524	1	0.27472615173612008
525	1	-0.1404531661172238
526	0	0.1997324843942106
527	1	0.42029152780007983
528	0	-0.22318691275056199
529	0	0.18213313360515099
530	0	0.48925167375712353
531	0	-0.26958787404014878
532	0	-0.22037521321092463
533	0	-0.020000618342834245
534	1	0.49014975785162418
535	1	0.7928391823482358
536	0	0.15817977100594083
537	0	-0.23431813329816292
538	0	-0.13783295999917314
539	0	-0.053139442836255858
540	0	-0.2365363639691912
541	0	0.13550286181919774
542	0	0.043178548452888529
543	0	-0.24102579651335998
544	0	-0.17973919259321203
545	0	0.26078990082549453
546	0	-0.26252827992913447
547	0	-0.080141373841104563
548	0	0.18976289191864926
549	0	-0.24155628459775436
550	0	-0.1720991763825539
551	0	-0.021020728670896577
552	0	-0.24309371159685228
553	0	-0.25677647450421054
554	0	0.12008122576035728
555	1	-0.10584359862679953
556	0	-0.26974899379682454
557	0	0.010145128967691347
558	0	-0.24930228744045702
559	0	0.14125154032305876
560	0	-0.20387964599126152
561	0	-0.028959730234772219
562	1	0.26688123532099489
563	1	0.37565972356979721
564	0	-0.26049050216883901
565	1	0.57884586547402517
566	0	-0.24817141988987163
567	0	0.64088621566213266
568	0	-0.27294321259826454
569	0	-0.21531124129717621
570	0	0.075365012767563425
571	0	-0.20077210337689838
572	0	0.22853306837447313
573	0	-0.30536862638071527
574	1	0.45912591909589595
575	0	0.10460052185666104
576	1	0.43557665155735192
577	0	-0.27334780722270141
578	0	-0.166359701868104
579	0	-0.087243276933840597
580	0	0.19752369212972115
581	1	-0.062268165785971219
582	1	0.10619001753935627
583	0	0.095135401291840074
584	0	0.052853095805809477
585	0	-0.073985419841053945
586	0	-0.26938702096847494
587	0	-0.18911939944431816
588	0	-0.27453296539865818
589	1	0.32168624146573965
590	0	0.099490063342432558
591	0	0.036838182766228231
592	0	0.10664995989832117
593	1	-0.2211405980640222
594	1	0.76601480248933262
595	0	-0.18963694450608376
596	0	-0.1858432860701949
597	0	-0.24668793852739512
598	1	0.82698550506384838
599	0	-0.19192100532346101
600	0	-0.015878742892814976
601	0	-0.074450241893519536
602	0	-0.25978853452520351
603	0	-0.24730438826266538
604	0	-0.13509712692710607
605	0	-0.17167262008368844
606	0	-0.25141369094193139
607	1	0.36928651496308279
608	0	-0.17833800305425962
609	0	-0.13136094772712492
610	0	-0.28578145794450377
611	0	0.44809877917001262
612	0	-0.18775924113230463
613	0	0.082616984875865565
614	0	-0.094361013899755278
615	0	-0.24956504215874276
616	0	-0.22944940019389137
617	0	0.20285663800850245
618	0	0.12303836977361472
619	0	0.47754521588723464
620	1	0.88026616416223891
621	0	-0.21672700174956064
622	0	-0.28748004846584541
623	0	-0.27695099341157264
624	0	0.20461766398666248
625	0	-0.24702316853346123
626	0	-0.21143090500281586
627	1	0.23154827308469483
628	0	0.21419884987957566
629	1	0.26122456347169337
630	1	0.19359442940080385
631	0	-0.24979814257167571
632	0	-0.28274999639519133
633	1	0.69438989499032777
634	1	0.2935588416042289
635	0	0.13274623742653008
636	0	-0.2687919457197771
637	0	-0.1426946423609799
638	1	0.85887948195387698
639	0	0.073614376704779952
640	1	0.75689024083753809
641	0	-0.13824530094968884
642	0	0.095094791026159656
643	0	-0.22316169030248584
644	1	0.70722150676174678
645	0	0.16119071254724665
646	1	0.1376474400322123
647	0	-0.1820965536694692
648	0	-0.030804197907966721
649	0	0.11234397672884418
650	1	0.3425354689384581
651	0	-0.28966838429926428
652	0	-0.098132274549335471
653	1	0.55380021378328592
654	0	-0.11682511078457054
655	0	-0.26905742642704017
656	0	-0.23087568231869399
657	0	-0.32728504256548258
658	0	0.17212970813708861
659	0	-0.10996155338198214
660	1	0.053430704479436888
661	1	-0.0094746966402604604
662	0	0.054343183244098106
663	0	-0.1161600896159571
664	0	-0.0058032168885110008
665	0	-0.24689387725680673
666	1	0.50548934369600251
667	0	0.095034489762080968
668	1	0.10062745361051396
669	0	-0.058122612942687953
670	0	-0.13307605263399672
671	0	-0.11160316187340565
672	0	-0.30104608844309383
673	0	-0.29482746156556189
674	1	0.44236845804924163
675	1	0.32421898885249656
676	0	-0.25063978072867155
677	0	-0.33759086401340643
678	0	-0.051886256433774494
679	0	-0.15238309070723008
680	0	-0.071449309094096899
681	0	-0.18016112132213569
682	1	0.15042173524189206
683	1	0.11100350339452049
684	0	-0.12483908380986523
685	0	-0.29422189748021127
686	0	-0.1333610754993183
687	0	-0.27689706093660721
688	0	0.54762838547458881
689	0	-0.038453534306294765
690	0	-0.28481084786419286
691	0	0.071317728432415503
692	0	-0.24093015279259949
693	0	0.37536529633015631
694	0	-0.26382343282454845
695	0	-0.17942850956980078
696	0	-0.16069347514910812
697	1	0.12255517222402564
698	1	0.60834255139916416
699	0	-0.14010129693078946
700	0	-0.29363139304601177
701	0	0.039751184983795054
702	0	-0.056430536246064006
703	0	-0.27022446975341996
704	0	0.12040106839426611
705	1	0.58447964435009503
706	1	-0.08659319060597559
707	0	-0.11760475333769854
708	0	-0.15670317469281964
709	0	0.065531133376809755
710	0	-0.29809236711139225
711	0	0.42964710725262301
712	0	-0.21112988896191015
713	0	-0.013270305547341668
714	0	0.21953742742806759
715	0	-0.13572380045191962
716	0	-0.23980226763092544
717	0	0.039916655942142595
718	0	-0.22699823077454628
719	0	-0.27669057398147578
720	1	0.5324217593141749
721	0	-0.23434740959661565
722	0	0.4838349395507946
723	0	0.0657497279437224
724	1	0.22336406350269833
725	1	0.85549908269639752
726	1	-0.014149196547479814
727	0	0.20230227405895868
728	0	-0.26205701152418315
729	0	-0.14030004800510118
730	1	0.66320154516976648
731	0	-0.26928589144809589
732	0	-0.17183502649604246
733	0	0.48560457356083453
734	0	-0.25313922529671085
735	0	0.062680742461656155
736	0	0.08271267064703304
737	0	-0.20082668504480417
738	0	0.55344833888537859
739	0	-0.40185602917968299
740	1	0.3327697404492922
741	0	-0.27183087195040279
742	0	0.13525128994605495
743	1	0.60582814514076222
744	0	-0.15814959221405553
745	0	-0.30509964040220788
746	1	0.48153002376084142
747	1	0.65025618599939838
748	0	-0.24329810707806271
749	0	-0.24350643256897092
750	0	0.3857815586441114
751	1	0.76945765127302723
752	0	-0.17979502331765446
753	0	-0.019269571179976103
754	0	-0.15635935502065723
755	0	-0.22428233208436038
756	0	-0.19013039472384768
757	1	0.10477594778036982
758	0	-0.035319594211788166
759	1	0.1675223592997509
760	0	-0.21966560097124502
761	0	-0.28376174758992567
762	1	0.15594471628308787
763	0	-0.16573483859108706
764	1	0.72294612560833849
765	1	0.0004051207012613911
766	0	-0.26932394352215072
767	0	-0.19287809582545118
768	0	0.15433970076301368
769	0	-0.032534496256684545
770	0	-0.20393696994130084
771	0	-0.21799382846991427
772	0	-0.26521503939718383
773	0	-0.12493055363982786
774	1	0.19382451176916066
775	0	-0.18088354592056671
776	0	-0.035420187934869327
777	0	-0.21241968739733691
778	0	0.44540725841807016
779	1	0.43070324270271054
780	0	-0.1584713773839985
781	0	0.14431405036988898
782	0	-0.22468884090057453
783	1	0.43865341107709088
784	0	0.33819077080140791
785	1	-0.075677121198221758
786	0	-0.17719180078606869
787	0	0.41182983797737438
788	0	-0.2880115118622919
789	0	-0.077725067380581908
790	0	-0.27491508713503859
791	1	0.31833489773696011
792	0	0.40123346275007554
793	0	-0.23811444890040862
794	0	-0.22779478347708554
795	1	0.12043078820938487
796	0	-0.28405982819516074
797	0	0.043706490991677352
798	0	-0.21377049906819848
799	1	-0.05596791604069052
800	1	0.83287405783150681
801	0	-0.10296763158003189
802	0	-0.16719360606439576
803	0	-0.29562899960626415
804	0	-0.22035798453812852
805	0	-0.30501637720217378
806	1	0.64336577081623691
807	0	-0.11048538923190598
808	1	0.54534433223578938
809	1	0.42653948684877219
810	0	-0.25261652593115375
811	0	-0.25282087793945768
812	0	-0.20846519721248438
813	0	-0.021327346712858339
814	0	-0.21233911967836999
815	0	-0.27347921894912863
816	0	-0.039371577003195248
817	0	-0.10700940669498572
818	1	0.2299034283625373
819	0	0.18896057798002242
820	1	0.16773816118184814
821	0	-0.18280921789975718
822	0	0.057927685330329201
823	0	-0.1487340921781648
824	0	-0.21292591481874029
825	0	-0.082112946946980486
826	1	-0.1892795612733035
827	0	-0.22985067559216471
828	0	-0.28295954820611385
829	0	-0.26063028734366095
830	0	-0.089207686802224961
831	0	-0.14809354666607322
832	1	0.14863372559925075
833	0	-0.2217686907531333
834	0	0.23604446359058351
835	0	-0.27949008937229802
836	0	0.035483088711257785
837	0	-0.18253151131336021
838	1	0.043896230546584938
839	0	0.050430690675305159
840	0	-0.27539760844488892
841	0	-0.2879584467125364
842	0	0.22570643796730855
843	1	0.28167199021733108
844	0	-0.001418153557947055
845	1	0.098158349893271282
846	0	-0.074190780106850401
847	0	-0.24756461997944917
848	1	0.47869170926604221
849	0	0.29237815480711282
850	0	-0.27652836026985467
851	1	0.011182139526661597
852	0	-0.16536858243104521
853	0	0.23482137953819926
854	0	-0.071904422415424496
855	1	0.16166437952114571
856	0	-0.20608517408839147
857	0	-0.25166924660721629
858	1	-0.017196945837467212
859	0	-0.1250965523532796
860	1	-0.062999105462365465
861	0	-0.29183361464792773
862	0	-0.089311537290343232
863	0	0.222027042345598
864	0	0.40134050263651933
865	0	0.013502027806321551
866	0	-0.26081740127966274
867	0	-0.25137901792192069
868	0	-0.29449435905138671
869	1	0.16598947050254631
870	0	-0.053654652415416851
871	1	0.3776856419565634
872	0	-0.15934565057368411
873	1	0.74825754544277079
874	1	0.6026859258215399
875	0	-0.26334201779542016
876	1	0.54916371016221266
877	0	-0.2686260837616109
878	0	-0.16284959098400287
879	1	0.099147376815214447
880	0	-0.27950498930918372
881	0	-0.23614964539565142
882	1	0.022053061646546759
883	0	0.12927737405684198
884	1	0.43629060481299087
885	0	0.25274900781273252
886	0	-0.01156589938973912
887	0	-0.17571956386363058
888	0	0.27871235046265525
889	0	0.16693434110654831
890	0	-0.083196879338877233
891	0	-0.2104854941307201
892	0	-0.04198408385261123
893	0	0.28340667806351638
894	1	0.85145792368424067
895	1	0.38765476328187776
896	0	0.52006615780081622
897	0	-0.084716823801360377
898	0	-0.0929028278399818
899	1	0.52628826084402947
900	0	0.13901509251362987
901	0	-0.16601033667177423
902	0	-0.1246027219409447
903	0	-0.27504578067362639
904	0	-0.047487654982813494
905	0	-0.12456081699412271
906	0	-0.19001766509081991
907	0	-0.13569763662985343
908	0	-0.20375057811041031
909	0	-0.25615185524305201
910	0	0.14422002320122873
911	0	-0.24181747886208443
912	0	-0.096406826922007624
913	0	0.0037402728142435782
914	0	-0.16363310017805804
915	0	-0.20140101554088324
916	1	0.81318232318360151
917	0	0.62762716945113772
918	1	0.30874868184538767
919	0	0.099714925879484231
920	0	-0.27724087038238576
921	0	-0.2434443678998533
922	0	-0.18561368806140799
923	0	-0.15656626781351846
924	0	0.14838840978546669
925	0	-0.1082928298001358
926	0	0.048498218363665066
927	0	0.042620655037760122
928	1	0.66252320033395395
929	0	-0.18294725594807743
930	0	-0.21272605334607084
931	0	-0.14782965678231408
932	0	-0.28709778944334091
933	0	-0.2108127232501105
934	0	0.0027007286074127307
935	1	-0.034446328754654865
936	1	0.10488519841713061
937	0	-0.14251658113855581
938	1	0.77317327874384834
939	0	-0.0034734351951167808
940	1	-0.065937009942175523
941	0	-0.22327332780589693
942	0	0.068216590774757099
943	1	0.32068999531765591
944	0	-0.24364278839863751
945	0	0.046028635442844565
946	0	-0.16354447427016011
947	0	-0.18485049285318028
948	1	0.85243310987158283
949	0	-0.16946402046224662
950	0	-0.16048059577473653
951	1	0.28764431084593917
952	1	0.57952402476547238
953	0	-0.25958957237698932
954	0	-0.27460165148304511
955	0	0.27955249053547249
956	0	-0.11212473630365825
957	1	0.36498824232959998
958	0	-0.19412660785176811
959	1	0.43127694638750491
960	1	0.36734826039379831
961	0	0.3800902128144466
962	0	-0.19032412765620221
963	0	0.1621799635876881
964	0	-0.23153664118920747
965	0	0.065398626806242546
966	0	-0.27440299200384477
967	1	0.40692803809393441
968	0	0.010442054579307483
969	1	0.52463160306921597
970	0	-0.20294892131390863
971	1	0.052733883327610268
972	0	-0.12463696024551786
973	1	0.20275905990662951
974	0	0.095188703441007896
975	0	-0.15427982627376796
976	0	-0.18202119860268298
977	0	-0.16542495466243504
978	1	0.43774313954669775
979	0	-0.25014958060859427
980	0	-0.20272143917088326
981	0	-0.22547826814734151
982	0	-0.1997111928757066
983	0	-0.22875745459802815
984	0	-0.21235097266159031
985	1	-0.15297709539730575
986	0	-0.20417120438704006
987	0	-0.25485357972978728
988	0	-0.19775590703788609
989	0	-0.15849665578680383
990	0	-0.14032624812121561
991	0	-0.046750826804428124
992	0	0.11832006933400376
993	0	-0.0065399226041819719
994	1	0.10413224483330454
995	0	-0.096253139920981792
996	1	0.34266620612332022
997	0	0.15435195541751806
998	1	0.047888411363917097
999	0	-0.0099671566497002151
1000	1	0.85990037497070293
1001	0	-0.24146035239827485
1002	1	0.91534354236441529
1003	1	0.29053756465687314
1004	0	-0.088913425313338124
1005	0	-0.28890671383752797
1006	0	0.23919697827411918
1007	0	-0.19491539850919132
1008	1	0.29847612555991726
1009	1	0.65368395250951283
1010	0	0.27091086247926044
1011	0	-0.19218228066554088
1012	0	-0.17249658152744624
1013	1	0.0063518585607401645
1014	1	0.36277117126059832
1015	0	0.35261642615131628
1016	0	-0.15449357481706019
1017	1	0.23199866069896874
1018	0	-0.25173900633720614
1019	0	-0.15212579235628257
1020	0	-0.24245960353662016
1021	0	-0.1044528146773972
1022	1	0.43545786799261188
1023	0	-0.23368214420945138
1024	0	-0.020894607591966943
1025	0	-0.24312805344310756
1026	0	0.0070506930576834104
1027	0	0.032744590747702987
